"id","X2.hydroxyglutarate..2.HG.","X2.ketohexanoate..2.KH.","X2.hydroxy.2.methylbutyrate..2H2MB.","X3.phosphoglycerate..3.PG.","X3.hydroxybutyrate..3.HB.","X4.hydroxyphenylacetate..4.HPA.","X5.hydroxyindoleacetate..5.HIAA.","Anthranilate..AA.","X2.aminoadipate..AAD.","Acetyl.coA","Aconitate","Adenosine.diphosphate","Adenosine.monophosphate..AMP.","Arginosuccinate","Adenosine.triphosphate","Biotin","Cyclic.adenosine.monophosphate..cAMP.","Cholic.acid","Citraconic.acid","Citrate","Deoxycholate..DCA.","Erythrose.4.phosphate..E4P.","Fructose.1.6.bisphosphate..Fruc.1.6.bP.","Fructose.6.phosphate","Fumarate","Glyceraldehyde.3.phosphate..G3P.","Guanidoacetate..GAA.","Glucose","Glucose.6.phosphate","Glyceraldehyde","oxidized.glutathione..GSSG.","Homocysteate..HCA.","Inosine","Isocitrate","Kynurenic.acid","Kynurenine","Lactate","Lactulose","Malate","Malonyl.coA","N.Acetyl.L.Ala","N.carbomyl.aspartate","Nicotinamide.Adenine.Dinucleotide..NAD.","reduced.nicotinamide.adenine.dinucleotide..NADH.","Nicotinamide.adenine.dinucleotide.phosphate..NADP.","Reduced.nicotinamide.adenine.dinucleotide.phosphate..NADPH.","Oxaloacetate","p.aminobenzoate..p.AB.","Phosphoenolpyruvate..PEP.","Phenylpyruvate","Pyroglutamic.acid","Pyrophosphate","Pyruvate","Riboflavin.5..monophosphate..R5.MP.","Rhamnose","S.adenosyl.L.homocysteine","Succinate","Sucralose","Taurine","Thymidine","Thiamine.pyrophosphate..TPP.","Tropisetron","Uridine.5..diphosphate..U5.dP.","UDP.N.acetyl.glucosamine","Uracil","Urate","Ureidopropionic.acid","Uridine","Xanthurenate..XAN.","Xanthosine"
"HFHS56.3",22.0026270979546,16.4464132707634,19.1837430942014,18.10229234603,18.4540467612782,14.1147455531426,19.0806856980796,15.385770669336,16.5238707205833,14.7270633156103,19.30020551425,23.8794019349554,25.3554220316741,18.3366365297823,24.6154340636049,21.2475484539542,18.6786942102057,16.4903646934244,18.3465435647791,26.1628591215877,13.7231997062957,18.6564583511246,22.9308626308811,24.8356176358411,20.8058332752852,20.562497272259,16.651876332317,12.4172749368442,25.2588592528974,16.0524687758898,22.6207451449783,18.2399360947309,23.0878139958121,19.6002833657951,14.7057318112279,13.4512971237961,27.8699392772212,17.0007822490964,24.2794297754562,14.2405323496293,18.1074517019252,18.1015117164632,24.3783332604443,21.9903843238743,16.2819055227042,18.8386254445123,19.1266847911523,14.2153456462483,16.7935363909795,13.9643860471413,15.1060161123939,21.1251479116832,16.1230310114521,20.1596579528269,17.447221880508,17.0157944789436,24.6719605959714,13.6483681965345,26.1794456775486,18.6057061485311,18.2163472302142,15.7728124261401,18.2825762140822,13.3914238664868,20.1276759195172,20.4084161166077,20.2837070101241,21.3697807168654,15.3658520139536,16.4731658523563
"HFHS57.1",21.9505624143789,16.3405165013398,19.0986815216321,18.8501777624348,18.553792424881,14.2948069940794,19.192898142534,15.9012586552971,16.7110572852674,13.5617804211321,18.9748063715839,23.4785014917095,26.0691788015461,18.5103525190548,23.6285216984506,21.4798536469371,19.0242559099399,16.0563210665146,18.3436323845068,26.2348062974675,14.6155811136791,19.0415776855366,23.4237714118052,25.1049931598073,21.8724281348863,21.0517802537375,16.6959983860003,12.438008876368,25.6232314398848,15.9875222831225,22.4870734601469,17.819329525854,23.3637355064871,19.0047670434948,15.5693915651916,13.8833261499734,28.2763266512686,17.3547676431292,25.0717819163243,11.6824514406136,18.2196291836255,18.1788643740054,23.8736028367411,21.5479696202666,16.3908897895687,18.64872209117,18.9707482937946,14.6071651036111,16.010823353676,14.1131158386121,15.4409456594025,21.13920371084,16.2491069218048,20.2143638783477,17.5972263711168,16.9787491120815,24.7541962641769,13.4274561685709,26.2110483430761,18.9591563932732,18.7542078121283,16.6569195714435,18.4809913119014,13.0336611394698,20.5935712237351,21.0120623799723,20.3156772076451,21.6488024127199,15.5608376495977,16.7475531229218
"HFHS57.3",22.2878566028134,16.6500896749438,19.445483836405,20.0399372142186,18.4916702859818,14.4361336850806,19.7220097571659,14.0762733831773,16.6289462000246,13.9136807344339,19.6152290326393,24.3059766720589,25.3794189687891,18.5257584347297,24.5035059481305,20.3381057974086,18.5023098968525,14.3040039223789,18.8042983877755,26.6497269067032,15.639575588929,18.3561961147877,24.2703920864823,24.8769745631148,21.1359679763425,19.9819856031061,17.0257797031459,12.6908850440379,24.9929525753144,16.1826291926449,23.0737759838316,18.6556540538958,21.6812457169641,19.4648550477786,14.3494972354491,13.302154729485,27.3239358541979,17.3878831832405,24.7920601354238,12.709282920529,18.4704156388163,18.0608705797305,23.5373487671881,20.8926053499911,16.8932757868379,19.441898343013,19.1374119599192,12.804050515457,16.0186955082521,14.0641455388116,15.4813871133362,21.2642100849355,15.9685848184647,19.6606588860098,17.534113987924,16.8722400352257,23.5304049547198,13.3664430255905,26.6418055921457,18.6133568898049,18.5920776778978,17.7150902519564,18.1381547683678,13.3824158774723,19.8742176603616,21.0954319039427,20.3947600373636,20.517578480479,15.3269964584809,15.0766632882998
"HFHS66.1",21.8692718312103,16.3802949589086,18.9810614027029,18.6370540657911,18.7804630119855,14.076982368771,19.1265832673037,16.2116658210104,16.6669245435701,14.2863039228487,19.3451444925603,23.8367700659826,25.3469641543942,18.5049571504381,24.1967770915372,21.6686220259938,19.2535638888442,17.0423585392437,18.3430306336844,26.1577042535199,15.3972240307606,18.7500375111373,22.8753744614281,25.5007371624179,21.521440794844,20.416147161837,17.2112647863744,11.7048497298815,25.5818968866165,15.4366934111993,23.2821932708374,17.8555396267519,24.1058849696554,19.3064375392284,15.724414484527,13.7154800388867,28.4160710349425,19.4912016502092,24.9636305732158,14.2443365358984,17.9267339852578,18.1161252843127,24.0141909800177,21.3362771996169,16.9283726159807,19.2318370027423,19.1279523152009,14.8575489411186,15.7328771633687,13.833639432044,15.5101288603445,20.9581033639577,15.5806529493206,19.9257411328044,17.2970624536696,17.4933264357796,24.7984198024597,14.4438354973766,26.5172564970115,19.1933133424494,18.3722551544493,15.904964075693,17.9392179158589,13.7658927817797,20.8303321626699,21.1061571082642,20.3251106389883,21.9493657858023,15.651894763977,17.1607110625635
"HFHS66.2",21.7563164150172,16.1049807543523,18.7256640157551,18.3044765704375,19.1781439650984,13.977904331111,18.891275184075,17.1063068840393,16.6090837539362,14.0617878524014,19.2219179460146,23.8295310312872,25.6303055162243,18.3439775425714,23.6007394322231,22.464377237354,19.9721110528547,17.5781690443271,18.0352835510381,25.7467241814687,16.4031473888224,18.0474561926509,21.7934872257983,24.5315556330295,21.2865356319234,20.2063915085698,17.4369437062187,11.0313667050342,24.9798289621354,14.8464262455539,22.8305053421262,18.7985137918309,25.5584902583742,18.9514767716929,14.8635114423723,13.5335034644637,28.5664482824351,17.502441050525,24.883075367638,13.6587995455754,18.0461613692506,18.2149594620439,23.6783117670555,21.1329178014846,16.7358170994868,19.1031653512778,19.1720232551481,15.7770756731383,15.5165702097456,13.0868530787048,15.8135880449123,21.3803133662437,15.8559392366368,20.1250031901259,17.674961711038,17.7739941513382,24.9316766596521,13.6030263269913,26.4578203187626,19.6780374407083,18.4354037485894,17.6896375853081,17.652211643276,13.0825746116638,22.0654950533023,20.9371493346595,20.3600233912761,22.6319970198468,15.4991966876173,18.4089448197591
"HFHS66.3",21.580834084502,16.0098921471813,18.7896638398793,18.8344781102669,18.9215584112628,14.3812413818033,18.8534016811284,17.0216470848584,16.4266200510237,14.4543238943852,18.5600142862549,23.235149727114,26.1586725890747,18.5030991314437,22.5552524029549,22.0697640982402,19.6414758627827,17.272101633596,17.9497737220187,25.829927525681,16.3583146246561,18.3563445836132,21.9701303453559,24.4000295293672,21.2625221419433,20.594812683152,17.0123625038938,10.3911067797393,25.1280949759664,14.2545558781147,22.6866302112891,18.5368153735444,25.0743615471031,18.3025333186643,15.3694708469862,12.8997796364307,27.6705644637759,17.5366540585262,24.6722291710691,13.9167713004904,17.8877874563988,18.1361418848828,23.4748167047804,20.794775080383,16.3918769949841,18.6563356237147,19.3116438530139,15.8497447101727,15.665253063341,13.3656677866538,15.2567196417042,21.8147344876729,16.3270789004561,20.4887275358994,17.3586204991026,17.1217261277999,24.6863397652367,13.6543991976825,26.1638961908531,18.822015959431,18.8671702662057,15.7868513001012,17.8880790963135,13.2650939352198,21.7699480841129,20.6103406410717,20.1939319790105,22.2757537982364,15.392507267568,18.5888506636369
"HS60.1",21.3852877751638,15.8452078469947,18.5785347598135,19.1174552080884,19.8311540096991,14.1983269484812,19.1610583561454,15.6747956048766,16.5405599067459,15.1853525869919,19.2090657814827,23.9395592639798,25.3967328869573,18.3953864853847,23.6023972952915,21.3240231018394,19.0268095978334,17.8169361949988,18.1495695006418,26.2055766994122,16.8754270114847,17.9756154627341,22.0074126647676,24.4470977089673,20.4121543258512,19.9085727630346,18.1687411750886,12.7337147027926,24.9477857023297,16.1318517244786,23.4003923755809,19.6721535020726,23.4285854105645,19.3874559222116,14.7668895785573,13.7048421704164,27.3577206245466,17.9735288941158,24.1961591969474,14.4666794414191,18.0795853234837,17.9285319104153,23.4295713744216,20.7868717610826,16.8800043942357,19.045060519788,19.3940024377447,14.4501398880841,16.8199038789688,14.6445440529665,15.3196269642727,20.9579591255925,16.0031713699317,19.3639615386345,17.9040506985291,16.7293813063094,23.930706661998,14.0055374630608,26.5155855983906,18.7372494617838,18.4204273201859,17.4142785680214,17.8100728712128,13.5361050855555,19.7413942353894,20.5775783510121,20.0443027301204,21.5280175579663,15.54697664153,16.7933451216137
"HS60.2",21.3767390889049,15.8084029693458,18.2184967834857,17.6708626408697,20.5010758382241,14.4145569098275,18.9805491575097,17.7831850887871,16.6910626011918,14.7513046848505,18.9766980905871,23.0698507243423,25.6316885165432,18.0037196092987,22.2417410920591,22.2535733281507,20.9044371801463,15.6265629398257,18.0023797694767,25.9300852076779,15.9125325722776,15.7275308584528,20.8993438990537,22.2518601135428,20.4704254702901,19.3223518144986,18.4053650681032,11.1751647851692,22.6404013093739,14.9294694654498,23.1130354666167,20.1129419126945,25.9391040260154,18.879926159763,15.3198309034935,13.5164745259506,27.6494456770528,17.1085703364346,24.0686477586052,14.5501515187525,18.2879956319833,18.0891227126943,23.8820148067438,21.5123794149302,16.5753598565056,18.8717390571344,19.3102795108229,16.5188115920442,15.4354663142218,13.8565396646372,15.4844931594856,21.8268754125126,15.876749203618,18.6187698446606,17.961214532197,18.4824029768464,25.1033709224482,13.8234958957003,26.3785227527777,19.2492817918363,18.5500050682925,17.4464516639593,17.2013021618742,13.6962245623661,22.0726630566865,21.0752692264793,20.3004172463939,22.4417070404912,15.6505609487537,19.2237186621663
"HS60.3",22.0034985915143,16.5366422090733,19.4621552925096,18.865484031534,18.19186106252,13.8608219058767,19.7025888306929,15.0895508004691,16.744177255516,14.4535597062136,20.131050311288,24.1480911063002,23.9854305791682,18.5807459074265,25.1546992644875,19.71171931749,18.056272417012,14.4170848452667,18.5601495309598,26.5903818238409,14.485334021875,16.9664725232205,22.1800010411289,23.3167550624242,21.2919364945071,18.9164538899625,17.343770005225,12.7244510838077,23.7995478416666,16.1179259056353,22.6832113043723,20.5206321433777,23.1828913775764,19.7480981738707,14.426231735862,13.7017404737227,27.663678350847,17.2200646231593,24.928238600056,14.0212640333174,18.2066948715839,17.963839620306,24.3385023783572,22.1082001840327,16.8078026663796,19.5798332669487,19.4262077319378,13.6774859669325,16.2198931032084,13.6902302258199,15.4364633287618,20.44563831527,15.6029937953663,18.5082136499276,17.7746314442101,16.6676328053155,24.278634845634,13.438463156588,26.6071532899219,18.9847581565098,17.9656068892209,16.3876080614007,17.8085628385748,13.0465841328768,19.6025219762873,21.9832944228776,20.4860946120792,19.9915167321984,15.7580056943006,16.1145759265023
"HS63.1",21.2557108694918,15.6771191417326,18.5149971469714,18.4070164519734,19.1980803585224,13.9532862216461,19.273215711947,15.4380541965512,16.3205153109375,18.6897526617227,18.6488392234825,23.3699020486746,26.0193742427492,17.927186870823,22.304366574827,21.3903616526968,19.2328412324576,16.39443555382,17.9322654088752,26.2260420799741,15.0831463117554,17.6972613577494,22.1220844832052,23.8032117260391,21.4276705446088,20.1041757827322,18.4755884921018,12.3402107519743,24.6608627489916,15.8615454043264,23.1156428568494,20.2631242545041,23.3478786294867,18.8444724432928,15.5551842013291,13.6725817264098,26.7971387656865,17.1934515574501,24.9520280152947,18.3535252958697,17.8537958524544,18.1199106587242,23.1686476189845,20.5089097127151,16.2142546753552,18.2046775178759,19.3765479371304,14.2375299613261,16.0949414187503,13.782042504606,15.2597721136388,21.3542347994365,16.521781328378,19.698480768009,17.5948941264074,17.0075619366776,24.0266715095558,12.9685209911916,26.1484647557765,18.381693823185,18.8152510359441,18.1922414638076,17.6895962697603,14.4287524124631,20.233577766088,20.7671863029619,19.9615478252852,21.5745637637417,15.5885450496359,16.7113320755857
"HS63.2",21.7110981700087,16.3194082089594,19.0923283447088,18.7862180514428,20.0630937477819,13.1706787533819,19.8356116697031,15.2190206110962,16.6143040419496,15.1829592532118,19.8873872619798,24.1258315848027,24.9596679210039,18.7789654290067,24.5449850790132,20.4052418911005,18.3327830497359,23.4443484690425,18.7143591532288,26.6476110364059,17.3846319689408,17.7208976154222,22.3588621164245,24.1264407152816,21.1772132539432,19.1069185653003,18.4941805072026,11.388778361882,24.6127623858411,14.9035808699092,23.5040540419652,20.5438271462422,22.9020880935028,19.4450097730081,14.6182242377022,14.4857363210089,26.6534086614512,17.4318069257641,24.7560370279224,14.5104957606355,17.8389305625401,18.3224477703263,23.8216344120973,21.2168201024555,16.9000810629658,19.1096542461446,19.5159364497399,13.9536056792149,16.4849921991214,14.0378920529074,15.7033053124366,20.5932701999178,16.2553565445626,19.0440055271374,17.5687807695549,16.209707359526,23.747833599132,13.0454195894521,26.5577776544061,19.1605238579519,18.1853021464181,19.4532684951452,18.1210674963835,13.2258498859135,20.1532363303694,21.2027657363778,20.3495562534836,20.6097545451663,16.2026183907987,16.0589153741648
"HS63.3",21.6047634548335,16.1596903825999,18.732376216422,17.9547204291155,19.0791726103095,13.221473005042,19.2266993142147,15.9633150538768,16.9378544586594,14.4348143469028,19.2286303536281,24.2420102198534,25.7187911334459,18.8900571631966,24.2042649520718,21.8180388504228,19.5672129170826,22.26973286482,18.5191899614825,26.3176350918899,16.6356859222962,17.7042801065984,22.087317686219,24.1958802469091,21.452505569889,20.086584843529,17.8701410194912,10.0376124238989,24.5941089896736,14.2231392738333,23.0674698163813,20.55919341002,24.1003822825683,19.6273345079319,14.935291993161,14.0497387204033,27.8659082553733,17.7597992940304,24.9735735031675,14.1678668299675,18.1111528253826,18.6222229164144,24.4260119567759,21.9997676570716,16.8483591917565,19.1518387415208,19.3776672333986,14.7392275956008,15.263558640332,13.2931602011346,15.9815007987172,21.3282646504467,15.5007825818645,19.5893142093046,17.4167500017242,16.7362635709155,24.9181868354653,13.6829445583591,26.4411992516709,19.568834599191,18.7503776007273,17.7266116463913,18.0485229498837,12.8423417157913,21.8155748270331,21.2287136221715,20.5976670062878,21.975750374027,16.2547818659895,17.1341371505792
"HS64.1",21.6518321970307,15.8892796883972,18.2452831046773,18.1387340024514,18.9318893140109,13.5668960506701,19.1894273280448,16.8232800084973,16.5543958107986,14.2847071746662,18.9471157539423,24.0091461356201,25.7052850661415,17.9387245692406,23.993970402441,22.2384394482857,20.1344859046579,17.1154110181507,18.2388198242003,26.0110773158004,16.7985122099026,17.0475252231212,22.3129492396799,23.2256388231157,21.225685227198,19.7297865548495,17.6786548662843,11.7317594677511,23.774161536078,15.3779715364476,22.5624926333181,20.0342422073744,24.9240404939427,19.0813822349058,15.4247458106835,13.7054040453949,27.8494437308956,17.6385280141502,24.4533315316832,13.8896897602515,17.9699476554678,18.256367569951,23.7672639585078,21.3542152455557,16.0695517387406,18.6396922132881,19.3019971535978,15.5146287292169,15.9997029113987,12.9960092551395,15.47736940694,21.7890107499842,15.609102031598,19.0984652274471,17.756023743636,17.4975385178862,25.2220389539251,13.6137438163101,26.244567540999,18.918581501996,18.7235700660889,16.2200625906326,17.6066375183317,13.185954928734,21.5777794088326,20.6928300452133,20.334659514337,22.3177818168043,15.4410463769237,18.1057362371699
"HS64.2",21.7166645999089,16.1693047255355,18.8288629820077,18.7283761983842,18.6543753847379,13.4078963320175,19.3686234001289,16.629931593566,16.7186696164058,14.4570054928036,19.4387039323883,23.9733292366933,25.356097970057,18.7503380721876,24.190360817271,22.0111368128407,19.7520798865329,18.7760781257683,18.3428043958456,26.3190113282183,15.7559380267432,18.2888119530541,22.9585782726115,24.6231081797999,21.544156143114,20.2103196046215,17.7505087652991,12.0962919941119,25.0318588252802,15.5349981206259,23.2643623622918,20.4909558440787,24.9488378491493,19.1806666641511,15.2429862717969,13.7700288098621,28.2587000307146,18.4560832358539,24.9807836154359,13.9158552363055,18.0607616628176,18.0784766400695,24.1260971187021,21.5595208246842,16.7182576388222,18.8222170087132,19.2545944463889,15.3461386716285,15.7926723505958,12.7889574954372,15.4697077913662,21.0405692087884,15.3689217205964,19.5275407661306,17.4705800464716,17.322091110688,24.9432060374454,13.6261895310713,26.4693316976813,19.2828912759958,18.3379172138416,16.5580808443867,17.8681036516606,13.2991172159058,21.9866940983957,21.0544458943503,20.4813495444689,22.2669444692436,15.5418939477384,17.3813551422523
"HS64.3",21.6828247841212,16.0681787075447,19.0856000371337,18.6112021974169,18.2536478245036,13.4152816935409,19.4806122682999,15.6936888190285,16.4281153683304,14.5616887608343,19.6403797168075,24.2572825821691,25.5901405229489,18.0242688471131,24.1448880643492,21.1046071755049,19.0327188891055,17.3736768395218,18.5868076112363,26.2701510060017,16.097064096816,16.7331988400385,22.1088058295867,23.0367410739488,21.1291350880687,19.5496256457458,16.85997801587,12.2986552000709,23.5688559280141,16.0461713435037,23.196865652621,19.6498061859013,23.3901117038564,19.3171683856292,13.9719334990528,13.3727365210187,28.0011101735433,17.2120582613219,24.8342024679257,13.1153096311324,17.8833753100752,17.7364316237762,23.1627715151399,20.6485059625489,16.7094372583699,18.8432981818578,19.3830257697625,14.2520475192087,16.3472847980913,13.9391796909227,15.0100869387159,20.7338670822415,16.1905113139672,18.3023213529612,18.1466716456179,17.1401122392323,24.0285458728054,12.8564202855516,26.5569947764203,19.0802344413467,18.854203479148,17.6541803326139,17.4316877169031,13.9597404894969,20.3390466434713,21.2526409605224,19.9250142305262,21.3293576606674,15.5751566803294,16.4075963787999
